,StateName,DistrictName,BlockName,VillageName,Contaminents
11,KARNATAKA,SHIMOGA,BHADRAVATI,ARAKERE,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 45.000, Hardness : 400.000, Residual Chlorine : 0.200"
12,KARNATAKA,SHIMOGA,BHADRAVATI,ARAKERE,"Fluoride : 1.000, Iron : 0.400, Chloride : 250.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.400"
13,KARNATAKA,SHIMOGA,BHADRAVATI,ARAKERE,"Iron : 0.300, Chloride : 500.000, Nitrate : 70.000, Hardness : 350.000, Residual Chlorine : 0.300"
14,KARNATAKA,SHIMOGA,BHADRAVATI,ARAKERE,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 60.000, Hardness : 400.000, Residual Chlorine : 0.200"
15,KARNATAKA,SHIMOGA,BHADRAVATI,DANAVADI,"Fluoride : 1.000, Iron : 0.400, Chloride : 300.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.200"
16,KARNATAKA,SHIMOGA,BHADRAVATI,DANAVADI,"Iron : 0.300, Chloride : 450.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.200"
17,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAPURA,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 55.000, Hardness : 350.000, Residual Chlorine : 0.200"
18,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAPURA,"Fluoride : 1.100, Iron : 0.400, Chloride : 450.000, Nitrate : 45.000, Hardness : 300.000, Residual Chlorine : 0.200"
19,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAPURA,"Fluoride : 1.000, Iron : 0.400, Chloride : 300.000, Nitrate : 65.000, Hardness : 400.000, Residual Chlorine : 0.200"
20,KARNATAKA,SHIMOGA,BHADRAVATI,ATTIGUNDA,"Fluoride : 1.100, Iron : 0.400, Chloride : 250.000, Nitrate : 50.000, Hardness : 350.000"
21,KARNATAKA,SHIMOGA,BHADRAVATI,BARANDURU,"Iron : 0.300, Chloride : 250.000, Nitrate : 45.000, Hardness : 350.000, Residual Chlorine : 0.200"
22,KARNATAKA,SHIMOGA,BHADRAVATI,BARANDURU,"Fluoride : 1.000, Iron : 0.400, Chloride : 300.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.300"
23,KARNATAKA,SHIMOGA,BHADRAVATI,BARANDURU,"Fluoride : 1.000, Iron : 0.400, Chloride : 300.000, Nitrate : 60.000, Hardness : 350.000, Residual Chlorine : 0.400"
24,KARNATAKA,SHIMOGA,BHADRAVATI,BILAKI,"Fluoride : 1.000, Iron : 0.400, Chloride : 250.000, Nitrate : 55.000, Hardness : 350.000, Residual Chlorine : 0.200"
25,KARNATAKA,SHIMOGA,BHADRAVATI,BILAKI,"Fluoride : 1.100, Iron : 0.300, Chloride : 300.000, Nitrate : 60.000, Hardness : 350.000, Residual Chlorine : 0.200"
26,KARNATAKA,SHIMOGA,BHADRAVATI,BILAKI,"Iron : 0.300, Chloride : 500.000, Nitrate : 60.000, Hardness : 450.000, Residual Chlorine : 0.200"
27,KARNATAKA,SHIMOGA,BHADRAVATI,BILAKI,"Fluoride : 1.000, Iron : 0.300, Chloride : 450.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.200"
28,KARNATAKA,SHIMOGA,BHADRAVATI,MAJJIGENALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 350.000, Nitrate : 55.000, Hardness : 500.000, Residual Chlorine : 0.200"
29,KARNATAKA,SHIMOGA,BHADRAVATI,AGASANAHALLI,"Fluoride : 1.000, Iron : 0.600, Chloride : 400.000, Nitrate : 50.000, Hardness : 300.000"
30,KARNATAKA,SHIMOGA,BHADRAVATI,DASARAKALLAHALLI,"Iron : 0.400, Chloride : 350.000, Nitrate : 60.000, Hardness : 350.000, Residual Chlorine : 0.400"
31,KARNATAKA,SHIMOGA,BHADRAVATI,BALEKATTE,"Fluoride : 1.100, Iron : 0.400, Chloride : 300.000, Nitrate : 55.000, Hardness : 350.000, Residual Chlorine : 0.300"
32,KARNATAKA,SHIMOGA,BHADRAVATI,DODDERI,"Iron : 0.600, Chloride : 250.000, Nitrate : 75.000, Hardness : 300.000"
33,KARNATAKA,SHIMOGA,BHADRAVATI,DODDERI,"Fluoride : 1.000, Iron : 0.300, Chloride : 350.000, Nitrate : 65.000, Hardness : 400.000, Residual Chlorine : 0.200"
34,KARNATAKA,SHIMOGA,BHADRAVATI,DONABAGHATTA,"Fluoride : 1.100, Iron : 0.400, Chloride : 350.000, Nitrate : 55.000, Hardness : 350.000, Residual Chlorine : 0.300"
35,KARNATAKA,SHIMOGA,BHADRAVATI,DONABAGHATTA,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 70.000, Hardness : 400.000, Residual Chlorine : 0.400"
36,KARNATAKA,SHIMOGA,BHADRAVATI,DONABAGHATTA,"Fluoride : 1.000, Iron : 0.400, Chloride : 400.000, Nitrate : 55.000, Residual Chlorine : 0.200"
37,KARNATAKA,SHIMOGA,BHADRAVATI,DONABAGHATTA,"Fluoride : 1.200, Iron : 0.400, Chloride : 250.000, Nitrate : 65.000, Hardness : 350.000, Residual Chlorine : 0.200"
38,KARNATAKA,SHIMOGA,BHADRAVATI,DONABAGHATTA,"Fluoride : 1.000, Iron : 0.300, Chloride : 500.000, Nitrate : 45.000, Hardness : 350.000, Residual Chlorine : 0.200"
39,KARNATAKA,SHIMOGA,BHADRAVATI,DONABAGHATTA,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 55.000, Hardness : 400.000, Residual Chlorine : 0.300"
40,KARNATAKA,SHIMOGA,BHADRAVATI,DONABAGHATTA,"Iron : 0.300, Chloride : 300.000, Nitrate : 55.000, Hardness : 400.000"
41,KARNATAKA,SHIMOGA,BHADRAVATI,DONABAGHATTA,"Fluoride : 1.000, Iron : 0.500, Chloride : 300.000, Nitrate : 60.000, Hardness : 300.000, Residual Chlorine : 0.200"
42,KARNATAKA,SHIMOGA,BHADRAVATI,GUDAMANGATTA,"Fluoride : 1.000, Iron : 0.400, Chloride : 400.000, Nitrate : 65.000, Hardness : 350.000, Residual Chlorine : 0.300"
43,KARNATAKA,SHIMOGA,BHADRAVATI,HIRIYURU,"Fluoride : 1.000, Iron : 0.300, Chloride : 250.000, Nitrate : 65.000, Hardness : 400.000, Residual Chlorine : 0.200"
44,KARNATAKA,SHIMOGA,BHADRAVATI,HOLEHONNURU,"Fluoride : 1.000, Iron : 0.500, Chloride : 400.000, Nitrate : 80.000, Hardness : 400.000"
45,KARNATAKA,SHIMOGA,BHADRAVATI,HOLEHONNURU,"Fluoride : 1.000, Iron : 0.400, Chloride : 400.000, Nitrate : 70.000, Hardness : 400.000"
46,KARNATAKA,SHIMOGA,BHADRAVATI,HOLEHONNURU,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 65.000, Hardness : 400.000"
47,KARNATAKA,SHIMOGA,BHADRAVATI,HOLEHONNURU,"Fluoride : 1.000, Iron : 0.400, Chloride : 350.000, Nitrate : 70.000, Hardness : 450.000"
48,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 45.000, Hardness : 300.000, Residual Chlorine : 0.200"
49,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 80.000, Hardness : 350.000, Residual Chlorine : 0.200"
50,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 300.000, Nitrate : 60.000, Hardness : 300.000, Residual Chlorine : 0.200"
51,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAHALLI,"Iron : 0.300, Chloride : 350.000, Nitrate : 45.000, Hardness : 350.000, Residual Chlorine : 0.200"
52,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 350.000, Nitrate : 60.000, Hardness : 400.000, Residual Chlorine : 0.300"
53,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAHALLI,"Fluoride : 1.000, Iron : 0.400, Chloride : 250.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.400"
54,KARNATAKA,SHIMOGA,BHADRAVATI,KAMBADALAHOSURU,"Fluoride : 1.000, Iron : 0.400, Chloride : 500.000, Nitrate : 65.000, Hardness : 350.000"
55,KARNATAKA,SHIMOGA,BHADRAVATI,DEVARAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 450.000, Nitrate : 60.000, Hardness : 350.000, Residual Chlorine : 0.200"
56,KARNATAKA,SHIMOGA,BHADRAVATI,KALLAJJANAHALU,"Fluoride : 1.000, Iron : 0.600, Chloride : 400.000, Nitrate : 80.000, Hardness : 300.000"
57,KARNATAKA,SHIMOGA,BHADRAVATI,MAIDOLALU,"Fluoride : 1.000, Iron : 0.300, Chloride : 250.000, Nitrate : 55.000, Hardness : 350.000"
58,KARNATAKA,SHIMOGA,BHADRAVATI,MASARAHALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 250.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.200"
59,KARNATAKA,SHIMOGA,BHADRAVATI,MASARAHALLI,"Iron : 0.400, Chloride : 250.000, Nitrate : 45.000, Hardness : 300.000, Residual Chlorine : 0.200"
60,KARNATAKA,SHIMOGA,BHADRAVATI,MAVINAKERE,"Fluoride : 1.000, Iron : 0.400, Chloride : 250.000, Nitrate : 65.000, Hardness : 300.000, Residual Chlorine : 0.200"
61,KARNATAKA,SHIMOGA,BHADRAVATI,MAVINAKERE,"Iron : 0.400, Chloride : 250.000, Nitrate : 66.000, Hardness : 400.000, Residual Chlorine : 0.200"
62,KARNATAKA,SHIMOGA,BHADRAVATI,MAVINAKERE,"Fluoride : 1.100, Iron : 0.300, Chloride : 250.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.300"
63,KARNATAKA,SHIMOGA,BHADRAVATI,MAVINAKERE,"Iron : 0.600, Chloride : 250.000, Nitrate : 45.000, Hardness : 350.000, Residual Chlorine : 0.300"
64,KARNATAKA,SHIMOGA,BHADRAVATI,MAVINAKERE,"Fluoride : 1.000, Iron : 0.400, Chloride : 300.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.300"
65,KARNATAKA,SHIMOGA,BHADRAVATI,NAGATHIBELAGALLI,"Fluoride : 1.100, Iron : 0.300, Chloride : 300.000, Nitrate : 55.000, Hardness : 350.000, Residual Chlorine : 0.200"
66,KARNATAKA,SHIMOGA,BHADRAVATI,NAGATHIBELAGALLI,"Fluoride : 1.000, Iron : 0.400, Chloride : 400.000, Nitrate : 55.000, Hardness : 350.000, Residual Chlorine : 0.200"
67,KARNATAKA,SHIMOGA,BHADRAVATI,NAGATHIBELAGALLI,"Fluoride : 1.000, Iron : 0.300, Chloride : 350.000, Nitrate : 55.000, Hardness : 350.000, Residual Chlorine : 0.200"
68,KARNATAKA,SHIMOGA,BHADRAVATI,DIGGENAHALLI,"Iron : 0.500, Chloride : 450.000, Nitrate : 55.000, Hardness : 400.000, Residual Chlorine : 0.200"
69,KARNATAKA,SHIMOGA,BHADRAVATI,TADASA,"Fluoride : 1.000, Iron : 0.300, Chloride : 250.000, Nitrate : 75.000, Hardness : 350.000, Residual Chlorine : 0.400"
70,KARNATAKA,SHIMOGA,BHADRAVATI,HOLEBAIRANAHALLI,"Fluoride : 1.000, Iron : 0.400, Chloride : 350.000, Nitrate : 55.000, Hardness : 300.000, Residual Chlorine : 0.200"
71,KARNATAKA,SHIMOGA,BHADRAVATI,YEREHALLI,"Fluoride : 1.000, Iron : 0.400, Chloride : 300.000, Nitrate : 90.000, Hardness : 350.000, Residual Chlorine : 0.200"
72,KARNATAKA,SHIMOGA,BHADRAVATI,YEREHALLI,"Iron : 0.300, Chloride : 500.000, Nitrate : 65.000, Hardness : 400.000, Residual Chlorine : 0.300"
73,KARNATAKA,SHIMOGA,BHADRAVATI,YEREHALLI,"Fluoride : 1.000, Iron : 0.600, Chloride : 300.000, Nitrate : 70.000, Hardness : 300.000, Residual Chlorine : 0.200"
74,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Fluoride : 0.500, Iron : 0.500, Chloride : 600.000, Nitrate : 65.000, Hardness : 450.000"
75,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Fluoride : 0.500, Iron : 0.500, Chloride : 700.000, Nitrate : 55.000, Hardness : 450.000"
76,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Fluoride : 0.500, Iron : 0.500, Chloride : 700.000, Nitrate : 80.000, Hardness : 450.000"
77,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Fluoride : 0.500, Iron : 0.500, Chloride : 700.000, Nitrate : 65.000, Hardness : 550.000"
78,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Fluoride : 0.500, Iron : 0.500, Chloride : 750.000, Nitrate : 65.000, Hardness : 550.000"
79,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Fluoride : 1.000, Iron : 0.500, Chloride : 900.000, Nitrate : 80.000, Hardness : 550.000"
80,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Fluoride : 1.000, Iron : 0.500, Chloride : 850.000, Nitrate : 70.000, Hardness : 450.000"
81,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Fluoride : 0.500, Iron : 0.500, Chloride : 850.000, Nitrate : 75.000, Hardness : 500.000"
82,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Fluoride : 0.500, Iron : 0.500, Chloride : 300.000, Nitrate : 65.000, Copper : 0.500, Hardness : 400.000"
83,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Fluoride : 0.500, Chloride : 350.000, Nitrate : 65.000, Hardness : 450.000"
84,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Iron : 7.000, Fluoride : 1.000, Chloride : 750.000, Nitrate : 65.000, Hardness : 500.000"
85,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Fluoride : 0.500, Iron : 0.500, Chloride : 800.000, Nitrate : 75.000, Hardness : 550.000"
86,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Fluoride : 1.000, Chloride : 350.000, Nitrate : 55.000, Hardness : 400.000"
87,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Fluoride : 1.000, Iron : 0.500, Chloride : 700.000, Nitrate : 55.000, Hardness : 550.000"
88,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Fluoride : 1.000, Iron : 0.500, Chloride : 750.000, Nitrate : 60.000, Hardness : 550.000"
89,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Fluoride : 0.500, Iron : 0.500, Chloride : 650.000, Nitrate : 75.000, Hardness : 350.000"
90,KARNATAKA,SHIMOGA,HOSANAGARA,AMRUTHA,"Nitrate : 557.500, Fluoride : 0.500, Chloride : 750.000, Hardness : 500.500"
91,KARNATAKA,SHIMOGA,HOSANAGARA,BIDARAHALLI,"Fluoride : 0.700, Iron : 0.400, Chloride : 150.000, Nitrate : 10.000, Hardness : 180.000"
92,KARNATAKA,SHIMOGA,HOSANAGARA,BIDARAHALLI,"Fluoride : 0.500, Iron : 0.500, Chloride : 400.000, Nitrate : 65.000, Hardness : 500.000"
93,KARNATAKA,SHIMOGA,HOSANAGARA,BIDARAHALLI,"Fluoride : 0.500, Iron : 0.500, Chloride : 400.000, Nitrate : 65.000, Hardness : 450.000"
94,KARNATAKA,SHIMOGA,HOSANAGARA,HALANDURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 550.000, Nitrate : 60.000, Hardness : 400.000"
95,KARNATAKA,SHIMOGA,HOSANAGARA,HALANDURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 800.000, Nitrate : 55.000, Hardness : 500.000"
96,KARNATAKA,SHIMOGA,HOSANAGARA,HALANDURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 800.000, Nitrate : 70.000, Hardness : 550.000"
97,KARNATAKA,SHIMOGA,HOSANAGARA,HALANDURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 800.000, Nitrate : 65.000, Hardness : 550.000"
98,KARNATAKA,SHIMOGA,HOSANAGARA,HALANDURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 400.000, Nitrate : 55.000, Hardness : 450.000"
99,KARNATAKA,SHIMOGA,HOSANAGARA,HULIGADDE,"Fluoride : 0.500, Iron : 0.500, Chloride : 750.000, Nitrate : 55.000, Hardness : 550.000"
100,KARNATAKA,SHIMOGA,HOSANAGARA,HULIGADDE,"Fluoride : 5.000, Iron : 0.500, Chloride : 700.000, Nitrate : 70.000, Hardness : 550.000"
101,KARNATAKA,SHIMOGA,HOSANAGARA,KAMMACHI,"Fluoride : 0.500, Iron : 0.500, Chloride : 300.000, Nitrate : 70.000, Hardness : 450.000"
102,KARNATAKA,SHIMOGA,HOSANAGARA,ANDAGADODURU,"Fluoride : 1.000, Chloride : 300.000, Nitrate : 60.000, Hardness : 400.000"
103,KARNATAKA,SHIMOGA,HOSANAGARA,ANDAGADODURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 50.000, Hardness : 500.000"
104,KARNATAKA,SHIMOGA,HOSANAGARA,ANDAGADODURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 350.000, Nitrate : 55.000, Hardness : 400.000"
105,KARNATAKA,SHIMOGA,HOSANAGARA,ARAMANEKOPPA,"Fluoride : 0.500, Iron : 0.500, Chloride : 700.000, Nitrate : 55.000, Hardness : 550.000"
106,KARNATAKA,SHIMOGA,HOSANAGARA,ARAMANEKOPPA,"Fluoride : 0.500, Iron : 0.500, Chloride : 600.000, Nitrate : 75.000, Hardness : 550.000"
107,KARNATAKA,SHIMOGA,HOSANAGARA,ARAMANEKOPPA,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 65.000, Hardness : 450.000"
108,KARNATAKA,SHIMOGA,HOSANAGARA,ARAMANEKOPPA,"Fluoride : 0.500, Iron : 0.500, Chloride : 650.000, Nitrate : 75.000, Hardness : 500.000"
109,KARNATAKA,SHIMOGA,HOSANAGARA,ARAMANEKOPPA,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 75.000, Hardness : 450.000"
110,KARNATAKA,SHIMOGA,HOSANAGARA,ARAMANEKOPPA,"Fluoride : 0.500, Iron : 0.500, Chloride : 750.000, Nitrate : 70.000, Hardness : 450.000"
111,KARNATAKA,SHIMOGA,HOSANAGARA,ARAMANEKOPPA,"Fluoride : 1.000, Iron : 0.500, Chloride : 750.000, Nitrate : 50.000, Hardness : 400.000"
112,KARNATAKA,SHIMOGA,HOSANAGARA,ARAMANEKOPPA,"Fluoride : 0.500, Iron : 0.500, Chloride : 400.000, Nitrate : 75.000, Hardness : 350.000"
113,KARNATAKA,SHIMOGA,HOSANAGARA,ARAMANEKOPPA,"Fluoride : 0.500, Iron : 0.500, Chloride : 700.000, Nitrate : 75.000, Hardness : 350.000"
114,KARNATAKA,SHIMOGA,HOSANAGARA,ARAMANEKOPPA,"Fluoride : 0.500, Iron : 0.500, Chloride : 300.000, Nitrate : 55.000, Hardness : 450.000"
115,KARNATAKA,SHIMOGA,HOSANAGARA,ARAMANEKOPPA,"Fluoride : 0.500, Iron : 0.300, Chloride : 450.000, Nitrate : 45.000, Hardness : 400.000"
116,KARNATAKA,SHIMOGA,HOSANAGARA,BELLURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 650.000, Nitrate : 65.000, Hardness : 450.000"
117,KARNATAKA,SHIMOGA,HOSANAGARA,BELLURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 550.000, Nitrate : 65.000, Hardness : 450.000"
118,KARNATAKA,SHIMOGA,HOSANAGARA,BELLURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 350.000, Nitrate : 60.000, Hardness : 400.000"
119,KARNATAKA,SHIMOGA,HOSANAGARA,BELLURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 750.000, Nitrate : 75.000, Hardness : 550.000"
120,KARNATAKA,SHIMOGA,HOSANAGARA,BELLURU,"Fluoride : 1.000, Iron : 0.500, Chloride : 550.000, Nitrate : 65.000, Hardness : 500.000"
121,KARNATAKA,SHIMOGA,HOSANAGARA,BELLURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 650.000, Nitrate : 50.000, Hardness : 450.000"
122,KARNATAKA,SHIMOGA,HOSANAGARA,BELLURU,"Fluoride : 0.500, Iron : 0.500, Chloride : 750.000, Nitrate : 65.000, Hardness : 500.000"
123,KARNATAKA,SHIMOGA,HOSANAGARA,DOBBAILU,"Fluoride : 0.500, Iron : 0.500, Chloride : 500.000, Nitrate : 75.000, Hardness : 300.000"
124,KARNATAKA,SHIMOGA,HOSANAGARA,DOBBAILU,"Fluoride : 0.500, Iron : 0.500, Chloride : 600.000, Nitrate : 50.000, Hardness : 500.000"
125,KARNATAKA,SHIMOGA,HOSANAGARA,GUBBIGA,"Fluoride : 0.500, Iron : 0.500, Chloride : 650.000, Nitrate : 75.000, Hardness : 300.000"
126,KARNATAKA,SHIMOGA,HOSANAGARA,KALASE,"Fluoride : 1.000, Iron : 0.500, Chloride : 500.000, Nitrate : 75.000, Hardness : 300.000"
127,KARNATAKA,SHIMOGA,HOSANAGARA,KALASE,"Fluoride : 0.500, Iron : 0.500, Chloride : 700.000, Nitrate : 75.000, Hardness : 550.000"
128,KARNATAKA,SHIMOGA,HOSANAGARA,MASKANI,"Fluoride : 0.500, Iron : 0.500, Chloride : 650.000, Nitrate : 75.000, Hardness : 400.000"
129,KARNATAKA,SHIMOGA,HOSANAGARA,MASKANI,"Fluoride : 0.500, Iron : 0.500, Chloride : 700.000, Nitrate : 70.000, Hardness : 550.000"
130,KARNATAKA,SHIMOGA,HOSANAGARA,ANEGADDE,"Fluoride : 1.000, Chloride : 650.000, Nitrate : 55.000, Hardness : 500.000"
131,KARNATAKA,SHIMOGA,HOSANAGARA,HUMCHA,"Fluoride : 0.500, Iron : 0.500, Chloride : 350.000, Nitrate : 55.000, Hardness : 450.000"
132,KARNATAKA,SHIMOGA,HOSANAGARA,HUMCHA,"Chloride : 450.000, Nitrate : 75.000, Hardness : 400.000"
133,KARNATAKA,SHIMOGA,HOSANAGARA,HUMCHA,"Fluoride : 0.500, Iron : 0.000, Chloride : 500.000, Nitrate : 55.000, Hardness : 400.000"
134,KARNATAKA,SHIMOGA,HOSANAGARA,MALURU,"Fluoride : 0.500, Chloride : 650.000, Nitrate : 75.000, Hardness : 300.000"
135,KARNATAKA,SHIMOGA,HOSANAGARA,MALURU,"Fluoride : 1.000, Chloride : 650.000, Nitrate : 65.000, Hardness : 400.000"
136,KARNATAKA,SHIMOGA,HOSANAGARA,NAGARAHALLI,"Fluoride : 1.000, Chloride : 750.000, Nitrate : 65.000, Hardness : 500.000"
137,KARNATAKA,SHIMOGA,HOSANAGARA,NAGARAHALLI,"Fluoride : 0.500, Chloride : 650.000, Nitrate : 75.000, Hardness : 550.000"
138,KARNATAKA,SHIMOGA,HOSANAGARA,NAGARAHALLI,"Fluoride : 1.000, Chloride : 700.000, Nitrate : 75.000, Hardness : 500.000"
139,KARNATAKA,SHIMOGA,HOSANAGARA,JENI,"Fluoride : 1.500, Chloride : 900.000, Nitrate : 65.000, Hardness : 600.000"
140,KARNATAKA,SHIMOGA,HOSANAGARA,JENI,"Fluoride : 1.000, Chloride : 850.000, Nitrate : 75.000, Hardness : 550.000"
141,KARNATAKA,SHIMOGA,HOSANAGARA,JENI,"Fluoride : 1.000, Chloride : 650.000, Nitrate : 75.000, Hardness : 550.000"
142,KARNATAKA,SHIMOGA,HOSANAGARA,JENI,"Fluoride : 0.500, Chloride : 600.000, Nitrate : 50.000, Hardness : 500.000"
143,KARNATAKA,SHIMOGA,HOSANAGARA,KALIKAPURA,"Fluoride : 1.500, Chloride : 900.000, Nitrate : 65.000, Hardness : 550.000"
144,KARNATAKA,SHIMOGA,HOSANAGARA,KHAIRAGUNDA,"Fluoride : 1.000, Chloride : 450.000, Nitrate : 55.000, Hardness : 400.000"
145,KARNATAKA,SHIMOGA,HOSANAGARA,KHAIRAGUNDA,"Fluoride : 1.000, Iron : 0.300, Chloride : 450.000, Nitrate : 55.000, Hardness : 400.000"
146,KARNATAKA,SHIMOGA,HOSANAGARA,KARIMANE,"Fluoride : 1.000, Iron : 0.500, Chloride : 850.000, Nitrate : 80.000, Hardness : 550.000"
147,KARNATAKA,SHIMOGA,HOSANAGARA,KARIMANE,"Fluoride : 1.000, Iron : 0.500, Chloride : 650.000, Nitrate : 75.000, Hardness : 550.000"
148,KARNATAKA,SHIMOGA,HOSANAGARA,KENCHANALA,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 75.000, Hardness : 450.000"
149,KARNATAKA,SHIMOGA,HOSANAGARA,KENCHANALA,"Fluoride : 0.500, Iron : 0.500, Chloride : 350.000, Nitrate : 65.000, Hardness : 450.000"
150,KARNATAKA,SHIMOGA,HOSANAGARA,KENCHANALA,"Fluoride : 0.500, Iron : 0.500, Chloride : 450.000, Nitrate : 60.000, Hardness : 500.000"
151,KARNATAKA,SHIMOGA,HOSANAGARA,KENCHANALA,"Fluoride : 0.500, Iron : 0.500, Chloride : 700.000, Nitrate : 75.000, Hardness : 550.000"
